PCTNAME,PCTCODE,MCDNAME,COUNTYNAME,COUNTYCODE,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,PARKDIST,HOSPDIST,WARD,TABSYSTEM,TABMODEL,MAILBALLOT,7AM,EDR,SIGNATURES,REGMILOVAB,FEDONLYAB,PRESONLYAB,TOTVOTING,USPRSR,USPRSDFL,USPRSLIB,USPRSSWP,USPRSCP,USPRSCG,USPRSGP,USPRSGR,USPRSSL,USPRSJP,USPRSWI,USPRSTOTAL,USSENIP,USSENR,USSENDFL,USSENGR,USSENMOP,USSENWI,USSENTOTAL,USREPIP,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNSENIP,MNSENR,MNSENDFL,MNSENWI,MNSENTOTAL,MNLEGIP,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL,MNCA1YES,MNCA1NO,MNCA1EST,MNCA1TOTAL,MNCA2YES,MNCA2NO,MNCA2EST,MNCA2TOTAL,VTDID
LOON LAKE TWP,0160,Loon Lake Twp,Cass,11,8,9,9A,02,09,8021,,,,Precinct Tabulator,Model 100,,352,43,294,25,1,0,320,185,117,9,0,2,0,0,3,0,0,2,318,20,123,159,5,0,0,307,0,153,156,0,309,0,176,128,0,304,0,173,114,0,287,200,117,3,320,181,135,4,320,270210160
MCKINLEY TWP,0165,Mckinley Twp,Cass,11,8,5,5B,03,09,8021,,,,Precinct Tabulator,Model 100,,70,11,64,2,0,0,66,39,26,1,0,0,0,0,0,0,0,0,66,2,27,35,1,1,0,66,0,37,28,0,65,0,40,25,0,65,0,36,28,0,64,41,25,0,66,35,31,0,66,270210165
MAPLE TWP,0170,Maple Twp,Cass,11,8,9,9A,02,09,8021,,,,Precinct Tabulator,Model 100,,213,29,178,16,0,0,194,126,67,1,0,0,0,0,0,0,0,0,194,2,87,97,1,2,0,189,0,113,74,0,187,0,113,75,0,188,0,112,72,0,184,140,52,2,194,107,86,1,194,270210170
MAY TWP,0175,May Twp,Cass,11,8,9,9A,02,09,8021,,,,Precinct Tabulator,Model 100,,499,69,417,33,0,0,450,307,126,5,0,0,0,3,0,1,0,7,449,14,205,206,3,3,0,431,0,282,139,0,421,0,277,155,0,432,0,294,133,0,427,334,111,5,450,286,152,12,450,270210175
MEADOWBROOK TWP,0180,MeadowBrook Twp,Cass,11,8,9,9A,02,09,8021,,720,,Precinct Tabulator,Model 100,YES,99,4,76,1,0,0,77,53,24,0,0,0,0,0,0,0,0,0,77,1,39,36,0,0,0,76,0,47,29,0,76,0,51,26,0,77,0,48,24,0,72,69,8,0,77,53,24,0,77,270210180
MOOSE LAKE TWP,0185,Moose Lake Twp,Cass,11,8,9,9A,02,09,8021,,720,,Precinct Tabulator,Model 100,YES,75,7,58,3,0,0,61,38,20,0,0,0,1,2,0,0,0,0,61,3,27,29,1,0,0,60,0,33,26,0,59,0,34,26,0,60,0,36,23,0,59,41,20,0,61,35,26,0,61,270210185
MOTLEY,0187,Motley,Cass,11,8,9,9A,02,09,8021,,720,,Precinct Tabulator,Model 100,YES,8,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,0,0,5,0,2,3,0,5,0,3,3,0,6,0,5,1,0,6,4,2,0,6,6,0,0,6,270210187
OTTERTAIL PENINSULA TWP,0188,Otter Tail Peninsula Twp,Cass,11,8,5,5A,05,09,8021,,,,Precinct Tabulator,Model 100,YES,43,4,39,3,0,0,42,25,17,0,0,0,0,0,0,0,0,0,42,0,18,18,1,0,0,37,0,22,16,0,38,0,24,17,0,41,0,26,14,0,40,27,15,0,42,18,23,1,42,270210188
PIKE BAY TWP,0190,Pike Bay Twp,Cass,11,8,5,5A,05,09,8021,,,,Precinct Tabulator,Model 100,,756,186,629,36,0,0,665,142,510,5,2,1,0,1,0,0,1,0,662,15,98,507,6,11,1,638,0,144,468,3,615,0,173,460,0,633,0,129,499,1,629,284,368,13,665,194,462,9,665,270210190
PILLAGER,0195,Pillager,Cass,11,8,9,9A,01,09,8021,,,,Precinct Tabulator,Model 100,,263,45,219,15,0,0,234,128,100,2,1,0,0,2,0,0,0,0,233,8,83,126,1,3,0,221,0,116,96,1,213,0,117,105,0,222,0,113,102,1,216,149,84,1,234,134,94,6,234,270210195
PINE LAKE TWP,0200,Pine Lake Twp,Cass,11,8,5,5A,04,09,8021,,,,Precinct Tabulator,Model 100,YES,159,7,137,4,0,0,141,56,82,1,0,0,0,0,0,0,0,0,139,1,41,96,0,0,0,138,0,53,82,1,136,0,61,77,0,138,0,58,79,0,137,73,68,0,141,64,76,1,141,270210200
PINE RIVER,0205,Pine River,Cass,11,8,5,5B,02,09,8021,,,,Precinct Tabulator,Model 100,,405,104,334,41,1,0,376,221,140,3,0,2,0,5,0,1,0,1,373,12,135,190,11,2,0,350,0,186,150,0,336,0,213,141,0,354,0,205,137,0,342,231,137,8,376,211,155,10,376,270210205
PINE RIVER TWP,0210,Pine River Twp,Cass,11,8,5,5B,02,09,8021,,,,Precinct Tabulator,Model 100,,638,91,525,42,0,0,567,360,191,4,0,2,0,2,1,0,1,4,565,14,238,276,8,3,1,540,0,320,204,2,526,0,338,202,0,540,0,336,203,1,540,385,176,6,567,335,226,6,567,270210210
PONTO LAKE TWP,0215,Ponto Lake Twp,Cass,11,8,5,5B,03,09,8021,,,,Precinct Tabulator,Model 100,,387,27,305,51,1,1,358,205,144,3,0,0,0,1,1,0,2,0,356,8,133,195,4,3,0,343,0,188,149,1,338,0,200,150,0,350,0,201,144,0,345,240,115,3,358,197,155,6,358,270210215
POPLAR TWP,0220,Poplar Twp,Cass,11,8,9,9A,03,09,8021,,720,,Precinct Tabulator,Model 100,YES,52,6,45,1,0,0,46,33,12,0,0,0,0,0,1,0,0,0,46,3,20,21,1,0,0,45,0,28,14,0,42,0,25,19,0,44,0,27,17,0,44,35,11,0,46,27,18,1,46,270210220
POWERS TWP,0225,Powers Twp,Cass,11,8,5,5B,03,09,8021,,,,Precinct Tabulator,Model 100,YES,520,59,392,79,1,0,472,263,198,1,1,3,0,4,1,0,0,1,472,16,165,268,4,3,0,456,0,232,212,1,445,0,255,195,0,450,0,256,191,0,447,310,157,5,472,261,208,3,472,270210225
REMER,0230,Remer,Cass,11,8,5,5B,04,09,8021,,,,Precinct Tabulator,Model 100,YES,176,8,132,5,0,0,137,60,68,5,0,1,0,1,0,0,0,1,136,4,41,87,0,0,0,132,0,48,82,0,130,0,55,77,0,132,0,53,78,1,132,84,52,1,137,75,60,2,137,270210230
REMER TWP,0235,Remer Twp,Cass,11,8,5,5B,04,09,8021,,,,Precinct Tabulator,Model 100,YES,108,4,84,3,0,0,87,51,34,0,0,0,0,1,0,0,0,1,87,2,40,39,0,2,0,83,0,49,29,2,80,0,52,32,1,85,0,50,35,1,86,61,26,0,87,51,34,2,87,270210235
ROGERS POINT,0237,North Central Cass Unorganized,Cass,11,8,5,5A,04,09,8021,,,,Precinct Tabulator,Model 100,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270210237
ROGERS TWP,0240,Rogers Twp,Cass,11,8,5,5A,05,09,8021,,,,Precinct Tabulator,Model 100,YES,62,3,56,5,0,0,61,35,25,0,0,0,0,0,0,0,0,0,60,4,25,31,0,0,0,60,0,33,26,0,59,0,34,26,0,60,0,33,26,0,59,33,28,0,61,36,24,1,61,270210240
SALEM TWP P-1,0245,Salem Twp,Cass,11,8,5,5B,05,09,8021,,,,Precinct Tabulator,Model 100,YES,57,7,57,1,0,0,58,41,14,0,0,0,0,2,0,0,0,1,58,2,32,19,2,0,0,55,0,38,17,1,56,0,38,18,1,57,0,39,17,1,57,38,17,3,58,37,20,1,58,270210245
SALEM TWP P-2,0247,Salem Twp,Cass,11,8,5,5A,05,09,8021,,,,Precinct Tabulator,Model 100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270210247
SHINGOBEE TWP P-1,0250,Shingobee Twp,Cass,11,8,5,5A,04,09,8021,,,,Precinct Tabulator,Model 100,,1056,114,743,188,0,0,931,522,393,4,0,3,0,2,2,0,0,3,929,19,356,531,4,3,1,914,0,490,393,1,884,0,528,376,1,905,0,536,370,0,906,550,375,6,931,457,468,6,931,270210250
SHINGOBEE TWP P-2,0252,Shingobee Twp,Cass,11,8,5,5A,04,09,8021,,,,Precinct Tabulator,Model 100,,116,26,85,4,0,0,89,11,77,0,0,0,1,0,0,0,0,0,89,4,3,77,1,1,0,86,0,14,68,0,82,0,12,72,0,84,0,11,70,0,81,42,47,0,89,23,64,2,89,270210252
SLATER TWP,0255,Slater Twp,Cass,11,8,5,5B,05,09,8021,,,,Precinct Tabulator,Model 100,,128,7,112,5,0,0,117,77,38,0,0,0,0,0,1,0,1,0,117,2,49,62,0,0,0,113,0,67,46,0,113,0,63,44,0,107,0,62,46,0,108,89,25,3,117,74,42,1,117,270210255
SMOKY HOLLOW TWP,0260,Smoky Hollow Twp,Cass,11,8,5,5B,04,09,8021,,,,Precinct Tabulator,Model 100,,46,0,43,0,0,0,43,24,16,0,0,0,0,0,0,0,0,3,43,0,21,22,0,0,0,43,0,25,17,0,42,0,27,15,0,42,0,29,14,0,43,33,10,0,43,23,18,2,43,270210260
SUCKER LAKES,0262,North Cass Unorg,Cass,11,8,5,5A,05,09,8021,,,,Precinct Tabulator,Model 100,,6,0,4,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,4,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,1,3,0,4,0,3,1,4,270210262
SYLVAN TWP,0265,Sylvan Twp,Cass,11,8,9,9A,01,09,8021,,,,Precinct Tabulator,Model 100,,1520,211,1263,118,0,0,1381,794,551,18,1,1,2,4,4,0,1,3,1379,63,503,748,18,7,1,1340,0,710,611,6,1327,0,764,582,5,1351,0,756,560,2,1318,876,495,10,1381,804,562,15,1381,270210265
THUNDER LAKE TWP,0270,Thunder Lake Twp,Cass,11,8,5,5B,03,09,8021,,,,Precinct Tabulator,Model 100,YES,212,9,152,37,0,2,191,116,71,1,0,0,0,0,0,0,0,0,188,5,81,96,1,1,0,184,0,105,75,0,180,0,116,70,0,186,0,107,76,0,183,138,51,2,191,113,73,5,191,270210270
TORREY TWP,0275,Torrey Twp,Cass,11,8,5,5B,05,09,8021,,,,Precinct Tabulator,Model 100,YES,92,5,78,6,0,0,84,46,33,2,0,0,0,0,0,0,1,0,82,6,33,40,0,0,0,79,0,40,38,0,78,0,41,37,0,78,0,44,34,0,78,58,26,0,84,45,39,0,84,270210275
TRELIPE TWP,0280,Trelipe Twp,Cass,11,8,5,5B,03,09,8021,,,,Precinct Tabulator,Model 100,,117,9,99,10,0,0,109,61,48,0,0,0,0,0,0,0,0,0,109,3,39,59,2,0,0,103,0,56,46,0,102,0,58,48,0,106,0,49,52,0,101,71,37,1,109,62,46,1,109,270210280
TURTLE LAKE TWP,0285,Turtle Lake Twp,Cass,11,8,5,5A,04,09,8021,,,,Precinct Tabulator,Model 100,,521,48,356,58,0,0,414,216,197,0,0,0,0,0,0,0,0,0,413,11,133,251,2,1,0,398,0,204,183,0,387,0,226,177,0,403,0,216,182,0,398,261,150,3,414,208,198,8,414,270210285
WABEDO TWP,0290,Wabedo Twp,Cass,11,8,5,5B,04,09,8021,,,,Precinct Tabulator,Model 100,YES,339,24,241,87,0,0,328,192,136,0,0,0,0,0,0,0,0,0,328,6,134,172,0,1,0,313,0,173,128,0,301,0,191,128,0,319,0,184,128,0,312,195,129,4,328,181,143,4,328,270210290
WAHNENA,0295,Wahnena Unorganized,Cass,11,8,5,5A,05,09,8021,,,,Precinct Tabulator,Model 100,YES,92,7,84,2,0,0,86,59,27,0,0,0,0,0,0,0,0,0,86,4,47,33,1,0,0,85,0,58,25,0,83,0,55,30,0,85,0,54,30,0,84,70,15,1,86,56,30,0,86,270210295
WALDEN TWP,0300,Walden Twp,Cass,11,8,9,9A,02,09,8021,,,,Precinct Tabulator,Model 100,,242,17,202,5,0,0,207,124,65,2,0,2,0,5,3,0,1,2,204,8,90,95,2,1,0,196,0,116,77,0,193,0,122,77,1,200,0,123,73,1,197,151,54,2,207,105,97,5,207,270210300
WALKER,0305,Walker,Cass,11,8,5,5A,04,09,8021,,,,Precinct Tabulator,Model 100,,666,95,480,95,0,0,575,270,298,1,0,1,1,1,0,0,0,0,572,15,153,372,12,2,0,554,0,231,296,0,527,0,265,288,1,554,0,279,272,0,551,292,274,9,575,270,294,11,575,270210305
WILKINSON TWP,0310,Wilkinson Twp,Cass,11,8,5,5A,05,09,8021,,,,Precinct Tabulator,Model 100,,252,54,204,19,0,0,223,66,152,1,0,0,0,0,2,0,0,1,222,5,45,163,4,1,0,218,0,68,148,0,216,0,84,132,2,218,0,79,137,0,216,108,112,3,223,77,144,2,223,270210310
WILLOW RIVER,0312,East Cass Unorg,Cass,11,8,5,5B,05,09,8021,,,,Precinct Tabulator,Model 100,,35,3,22,3,0,0,25,9,15,0,0,0,0,1,0,0,0,0,25,0,2,20,2,0,0,24,0,5,19,0,24,0,7,18,0,25,0,6,17,0,23,21,4,0,25,10,15,0,25,270210312
WILSON TWP,0315,Wilson Twp,Cass,11,8,9,9A,02,09,8021,,,,Precinct Tabulator,Model 100,,372,44,307,10,1,0,318,212,96,2,0,2,0,1,0,0,0,3,316,9,134,158,2,0,2,305,0,182,120,2,304,0,195,103,0,298,0,189,102,1,292,224,90,4,318,187,126,5,318,270210315
WINNIE PORTAGE LAKES,0317,North Cass Unorg,Cass,11,8,5,5A,05,09,8021,,,,Precinct Tabulator,Model 100,,155,5,102,8,0,0,110,48,58,2,0,0,1,0,0,0,0,0,109,1,35,67,1,2,0,106,0,42,65,0,107,0,49,60,0,109,0,44,65,0,109,68,42,0,110,55,54,1,110,270210317
WOODROW TWP,0320,Woodrow Twp,Cass,11,8,5,5B,03,09,8021,,,,Precinct Tabulator,Model 100,,582,42,430,109,2,0,541,279,256,3,0,0,0,2,0,0,0,1,541,7,191,326,6,0,0,530,0,273,251,1,525,0,279,240,1,520,0,277,233,1,511,324,213,4,541,273,262,6,541,270210320
BIG BEND TWP,0005,Big Bend Twp,Chippewa,12,7,17,17A,01,08,2023,,,,Precinct Tabulator,Model 100,YES,166,13,152,5,0,0,157,47,107,2,0,0,0,1,0,0,0,0,157,7,18,120,5,1,0,151,6,22,128,0,156,0,32,124,0,156,0,33,121,0,154,95,61,1,157,56,101,0,157,270230005
CLARA CITY,0010,Clara City,Chippewa,12,7,17,17A,02,08,2023,,,,Precinct Tabulator,Model 100,,713,153,645,53,0,0,698,342,331,6,0,2,0,0,1,0,0,4,686,16,171,480,8,5,0,680,21,210,447,0,678,0,240,447,0,687,0,312,354,0,666,497,194,7,698,258,428,12,698,270230010
CRATE TWP,0015,Crate Twp,Chippewa,12,7,17,17A,01,08,2023,,,,Precinct Tabulator,Model 100,YES,110,19,98,11,0,0,109,47,59,0,1,0,0,0,0,0,0,0,107,4,17,79,1,0,0,101,0,23,79,0,102,0,34,73,0,107,0,35,66,0,101,82,27,0,109,38,70,1,109,270230015
GRACE TWP,0020,Grace Twp,Chippewa,12,7,17,17A,01,08,2023,,,,Precinct Tabulator,Model 100,,75,9,55,15,0,0,70,35,30,3,0,0,0,0,0,0,0,1,69,1,23,43,1,1,0,69,1,19,49,0,69,0,31,38,0,69,0,38,30,0,68,51,18,1,70,31,37,2,70,270230020
GRANITE FALLS W-2,0025,Granite Falls,Chippewa,12,7,17,17A,03,08,2023,,,W-02,Precinct Tabulator,Model 100,,459,13,454,26,0,0,480,182,290,5,0,0,0,1,1,0,0,1,480,9,100,352,4,3,0,468,10,115,349,0,474,0,122,354,0,476,0,158,309,0,467,265,212,3,480,164,315,1,480,270230025
GRANITE FALLS TWP P-1,0030,Granite Falls Twp,Chippewa,12,7,17,17A,03,08,2023,,,,Precinct Tabulator,Model 100,,135,24,127,10,0,0,137,74,62,1,0,0,0,0,0,0,0,0,137,10,36,85,2,1,0,134,6,39,89,0,134,0,51,84,0,135,0,60,73,0,133,98,39,0,137,67,67,3,137,270230030
GRANITE FALLS TWP P-2,0032,Granite Falls Twp,Chippewa,12,7,16,16A,03,08,2023,,,,Precinct Tabulator,Model 100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270230032
HAVELOCK TWP,0035,Havelock Twp,Chippewa,12,7,17,17A,03,08,2023,,,,Precinct Tabulator,Model 100,,114,5,86,5,0,0,91,33,55,0,0,0,0,2,0,0,0,0,90,2,15,70,1,0,0,88,5,16,69,0,90,0,20,69,0,89,0,22,65,0,87,53,38,0,91,37,54,0,91,270230035
KRAGERO TWP,0040,Kragero Twp,Chippewa,12,7,17,17A,01,08,2023,,,,Precinct Tabulator,Model 100,,94,6,80,10,0,0,90,26,62,2,0,0,0,0,0,0,0,0,90,1,14,74,1,0,0,90,4,10,76,0,90,0,20,70,0,90,0,23,65,0,88,37,53,0,90,24,66,0,90,270230040
LEENTHROP TWP,0045,Leenthrop Twp,Chippewa,12,7,17,17A,03,08,2023,,,,Precinct Tabulator,Model 100,,150,10,132,5,0,0,137,74,58,3,0,0,0,1,0,0,0,0,136,3,36,96,1,0,0,136,7,40,90,0,137,0,46,89,1,136,0,56,79,0,135,102,35,0,137,68,69,0,137,270230045
LONE TREE TWP,0050,Lone Tree Twp,Chippewa,12,7,17,17A,02,08,2023,,,,Precinct Tabulator,Model 100,,114,24,95,6,0,0,101,69,30,0,0,1,0,0,0,0,0,0,100,2,41,56,0,0,0,99,1,39,59,0,99,0,48,52,0,100,0,59,38,0,97,83,17,1,101,56,44,1,101,270230050
LOURISTON TWP,0055,Louriston Twp,Chippewa,12,7,17,17A,01,08,2023,,,,Precinct Tabulator,Model 100,,79,10,72,8,0,0,80,49,29,0,0,0,0,1,1,0,0,0,80,1,26,48,1,1,0,77,4,25,49,0,78,0,35,44,0,79,0,39,41,0,80,58,22,0,80,33,46,1,80,270230055
MANDT TWP,0060,Mandt Twp,Chippewa,12,7,17,17A,01,08,2023,,,,Precinct Tabulator,Model 100,,89,11,83,5,0,0,88,34,49,0,0,2,0,0,1,0,0,0,86,0,20,65,1,0,0,86,1,20,65,0,86,0,20,66,0,86,0,29,56,0,85,61,26,1,88,39,46,3,88,270230060
MAYNARD,0065,Maynard,Chippewa,12,7,17,17A,02,08,2023,,,,Precinct Tabulator,Model 100,,191,17,153,6,0,0,159,71,82,2,1,1,0,0,0,1,0,0,158,8,28,109,5,1,1,152,6,37,110,1,154,0,37,120,1,158,0,77,75,1,153,101,56,2,159,70,88,1,159,270230065
MILAN,0070,Milan,Chippewa,12,7,17,17A,01,08,2023,,,,Precinct Tabulator,Model 100,,169,15,133,11,1,0,145,45,97,0,0,0,0,0,1,0,1,0,144,2,28,105,4,2,0,141,7,24,109,0,140,0,35,105,0,140,0,33,102,0,135,82,62,1,145,48,95,2,145,270230070
MONTEVIDEO P-1,0075,Montevideo,Chippewa,12,7,17,17A,04,08,2023,,,,Precinct Tabulator,Model 100,,1337,210,1070,153,0,0,1223,541,637,17,2,2,1,8,3,0,0,5,1216,39,298,827,13,5,3,1185,58,329,801,2,1190,0,362,829,2,1193,0,456,716,3,1175,700,509,14,1223,496,710,17,1223,270230075
MONTEVIDEO P-2,0090,Montevideo,Chippewa,12,7,17,17A,05,08,2023,,,,Precinct Tabulator,Model 100,,1336,212,1146,96,0,0,1242,580,618,16,0,1,1,4,2,0,1,9,1232,42,327,800,14,6,0,1189,54,383,767,0,1204,0,411,794,1,1206,0,503,679,1,1183,709,520,13,1242,541,684,17,1242,270230090
RHEIDERLAND TWP,0105,Rheiderland Twp,Chippewa,12,7,17,17A,02,08,2023,,,,Precinct Tabulator,Model 100,,171,18,142,6,0,0,148,121,27,0,0,0,0,0,0,0,0,0,148,2,78,65,0,0,0,145,0,80,63,0,143,0,94,51,0,145,0,106,34,0,140,129,19,0,148,86,62,0,148,270230105
ROSEWOOD TWP,0110,Rosewood Twp,Chippewa,12,7,17,17A,01,08,2023,,,,Precinct Tabulator,Model 100,,192,20,176,12,0,0,188,124,61,1,0,0,0,1,0,0,0,1,188,4,65,117,2,0,0,188,6,75,107,0,188,0,70,117,0,187,0,101,85,0,186,136,50,2,188,96,90,2,188,270230110
SPARTA TWP,0115,Sparta Twp,Chippewa,12,7,17,17A,03,08,2023,,,,Precinct Tabulator,Model 100,,490,38,396,39,0,0,435,216,205,8,1,0,0,0,2,0,0,1,433,10,112,292,1,3,0,418,16,122,285,0,423,0,147,280,0,427,0,185,237,0,422,271,160,4,435,176,251,8,435,270230115
STONEHAM TWP,0120,Stoneham Twp,Chippewa,12,7,17,17A,02,08,2023,,,,Precinct Tabulator,Model 100,,144,13,124,10,0,0,134,71,58,2,0,0,0,0,0,0,0,2,133,3,29,95,2,0,0,129,4,34,96,0,134,0,47,83,1,131,0,61,68,0,129,106,28,0,134,48,86,0,134,270230120
TUNSBERG TWP,0125,Tunsberg Twp,Chippewa,12,7,17,17A,01,08,2023,,,,Precinct Tabulator,Model 100,,123,22,115,11,0,0,126,65,59,1,0,0,0,0,0,0,0,0,125,3,30,88,0,1,0,122,3,36,86,0,125,0,41,85,0,126,0,47,77,1,125,76,49,1,126,59,67,0,126,270230125
WATSON,0130,Watson,Chippewa,12,7,17,17A,01,08,2023,,,,Precinct Tabulator,Model 100,,129,5,89,8,0,0,97,41,48,3,0,0,0,1,1,0,0,0,94,7,26,61,1,0,0,95,6,27,63,0,96,0,27,68,0,95,0,35,60,0,95,65,32,0,97,39,56,2,97,270230130
WOODS TWP,0135,Woods Twp,Chippewa,12,7,17,17A,01,08,2023,,,,Precinct Tabulator,Model 100,,113,19,102,11,0,0,113,80,29,0,0,1,0,0,1,0,0,1,112,7,54,49,0,1,0,111,5,53,55,0,113,0,66,46,1,113,0,73,38,0,111,87,25,1,113,65,47,1,113,270230135
AMADOR TWP,0005,Amador Twp,Chisago,13,8,32,32B,02,10,4025,,,,Precinct Tabulator,Model 100,,545,68,477,19,2,0,498,274,214,5,0,2,0,1,0,0,0,1,497,11,187,271,4,4,1,478,0,250,231,1,482,0,230,245,0,475,0,247,230,0,477,281,212,5,498,270,220,8,498,270250005
CENTER CITY,0015,Center City,Chisago,13,8,32,32B,01,10,4025,,,,Precinct Tabulator,Model 100,,379,55,345,30,0,0,375,165,205,3,0,0,0,0,0,0,0,1,374,8,117,231,3,1,0,360,0,146,209,0,355,0,148,198,0,346,0,151,198,1,350,179,186,10,375,180,191,4,375,270250015
CHISAGO CITY,0020,Chisago City,Chisago,13,8,32,32B,03,10,4025,,,,Precinct Tabulator,Model 100,,2921,575,2575,314,2,0,2891,1531,1297,26,1,2,1,12,1,2,4,9,2886,77,983,1671,29,11,0,2771,0,1426,1327,4,2757,0,1408,1268,3,2679,0,1376,1337,1,2714,1571,1286,34,2891,1550,1300,41,2891,270250020
CHISAGO LAKE TWP (N),0025,Chisago Lake Twp,Chisago,13,8,32,32B,01,10,4025,,,,Precinct Tabulator,Model 100,,1470,200,1264,133,3,0,1400,762,591,22,0,5,0,6,0,0,0,8,1394,38,470,814,16,7,1,1346,0,714,629,6,1349,0,690,626,3,1319,0,678,638,2,1318,806,582,12,1400,722,667,11,1400,270250025
CHISAGO LAKE TWP (S),0030,Chisago Lake Twp,Chisago,13,8,32,32B,03,10,4025,,,,Precinct Tabulator,Model 100,,1538,263,1374,171,4,0,1549,844,668,21,1,5,0,1,0,1,0,4,1545,33,544,892,15,6,0,1490,0,809,674,3,1486,0,782,663,1,1446,0,752,697,0,1449,881,647,21,1549,855,673,21,1549,270250030
FISH LAKE TWP,0035,Fish Lake Twp,Chisago,13,8,32,32A,05,10,4025,,,,Precinct Tabulator,Model 100,,1280,165,1161,76,0,0,1237,703,505,15,1,0,0,2,1,0,2,3,1232,31,432,704,9,6,1,1183,0,640,552,3,1195,0,635,534,2,1171,0,575,553,0,1155,785,441,11,1237,716,508,13,1237,270250035
FRANCONIA TWP,0040,Franconia Twp,Chisago,13,8,39,39A,02,10,4025,,,,Precinct Tabulator,Model 100,,1069,122,885,88,0,0,973,528,418,8,0,2,0,6,2,1,1,2,968,22,349,548,6,3,1,929,0,492,446,3,941,0,476,446,1,923,0,492,410,1,903,533,434,6,973,497,467,9,973,270250040
HARRIS,0045,Harris,Chisago,13,8,32,32A,05,10,4025,,,,Precinct Tabulator,Model 100,,718,92,624,30,0,0,654,343,285,8,0,2,0,8,0,0,0,4,650,24,207,385,7,1,0,624,0,323,302,3,628,0,307,306,0,613,0,295,286,0,604,387,261,6,654,337,309,8,654,270250045
LENT TWP,0050,Lent Twp,Chisago,13,8,32,32B,01,10,4025,,,,Precinct Tabulator,Model 100,,1957,234,1727,102,0,0,1829,1101,681,17,0,2,0,5,4,0,1,8,1819,41,727,970,14,3,2,1757,0,1015,738,5,1758,0,988,732,4,1724,0,977,757,4,1738,1106,704,19,1829,1109,698,22,1829,270250050
LINDSTROM,0055,Lindstrom,Chisago,13,8,32,32B,03,10,4025,,,,Precinct Tabulator,Model 100,,2662,375,2226,250,1,0,2477,1294,1118,24,0,2,2,13,2,0,1,7,2463,58,850,1445,19,8,2,2382,0,1215,1180,9,2404,0,1217,1135,4,2356,0,1170,1197,3,2370,1356,1100,21,2477,1333,1118,26,2477,270250055
NESSEL TWP,0060,Nessel Twp,Chisago,13,8,32,32A,05,10,4025,,,,Precinct Tabulator,Model 100,,1255,185,1085,112,0,0,1197,736,431,11,1,2,0,2,2,0,2,6,1193,25,451,659,11,3,2,1151,0,674,482,5,1161,0,657,497,1,1155,0,622,469,3,1132,772,413,12,1197,728,460,9,1197,270250060
NORTH BRANCH P-B,0065,North Branch,Chisago,13,8,32,32B,02,10,4025,,,,Precinct Tabulator,Model 100,,1636,277,1367,93,0,0,1460,766,651,15,1,2,1,6,2,0,0,7,1451,30,466,862,23,9,2,1392,0,691,701,5,1397,0,683,690,6,1379,0,623,761,3,1387,794,653,13,1460,800,646,14,1460,270250065
NORTH BRANCH P-C,0066,North Branch,Chisago,13,8,32,32B,01,10,4025,,,,Precinct Tabulator,Model 100,,2482,449,2159,137,1,0,2297,1254,980,26,0,5,3,7,0,1,0,9,2285,69,800,1288,21,13,2,2193,0,1168,1015,5,2188,0,1144,996,3,2143,0,1080,1072,4,2156,1247,1025,25,2297,1314,966,17,2297,270250066
NORTH BRANCH P-A,0067,North Branch,Chisago,13,8,32,32A,05,10,4025,,,,Precinct Tabulator,Model 100,,1378,232,1203,116,0,0,1319,775,504,17,0,2,1,4,6,0,1,5,1315,45,515,694,12,5,1,1272,0,733,525,8,1266,0,709,530,4,1243,0,653,516,4,1214,795,510,14,1319,836,468,15,1319,270250067
RUSH CITY,0070,Rush City,Chisago,13,8,32,32A,05,10,4025,,,,Precinct Tabulator,Model 100,,1010,263,919,55,0,0,974,443,497,7,1,2,0,7,3,0,2,7,969,22,258,612,18,5,2,917,0,416,518,3,937,0,405,507,0,912,0,347,528,0,906,531,425,18,974,462,500,12,974,270250070
RUSHSEBA TWP,0075,Rushseba Twp,Chisago,13,8,32,32A,05,10,4025,,,,Precinct Tabulator,Model 100,,481,51,422,22,0,0,444,261,170,8,0,0,0,0,1,0,0,0,440,14,160,248,6,2,0,430,0,243,189,0,432,0,231,192,1,424,0,214,193,0,420,265,173,6,444,256,180,8,444,270250075
